file,class,groupid
rack_1_vial_10_paraffin20_water75_CaSO43_lecithin1_loop0_20251111_155927_separated.jpg,separated,paraffin_20_water_75_CaSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_CaSO43_lecithin1_loop1_20251111_161703_separated.jpg,separated,paraffin_20_water_75_CaSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_CaSO43_lecithin1_loop2_20251111_163438_separated.jpg,separated,paraffin_20_water_75_CaSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_CaSO43_lecithin1_loop3_20251111_165214_separated.jpg,separated,paraffin_20_water_75_CaSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_CaSO43_lecithin1_loop4_20251111_170950_separated.jpg,separated,paraffin_20_water_75_CaSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_lecithin1_loop0_20251112_100453_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_lecithin1_loop1_20251112_102228_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_lecithin1_loop2_20251112_104004_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_lecithin1_loop3_20251112_105739_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_lecithin1_loop4_20251112_111515_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_lecithin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_saponin1_loop0_20251112_130641_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_saponin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_saponin1_loop1_20251112_132416_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_saponin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_saponin1_loop2_20251112_134152_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_saponin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_saponin1_loop3_20251112_135928_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_saponin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_saponin1_loop4_20251112_141703_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_saponin_1
rack_1_vial_10_paraffin20_water75_ZnSO43_tergitol1_loop0_20251112_113258_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_tergitol_1
rack_1_vial_10_paraffin20_water75_ZnSO43_tergitol1_loop1_20251112_115033_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_tergitol_1
rack_1_vial_10_paraffin20_water75_ZnSO43_tergitol1_loop2_20251112_120809_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_tergitol_1
rack_1_vial_10_paraffin20_water75_ZnSO43_tergitol1_loop3_20251112_122544_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_tergitol_1
rack_1_vial_10_paraffin20_water75_ZnSO43_tergitol1_loop4_20251112_124320_separated.jpg,separated,paraffin_20_water_75_ZnSO4_3_tergitol_1
rack_1_vial_10_paraffin70_water25_CaSO43_saponin1_loop0_20251128_161008_separationstarted.jpg,separationstarted,paraffin_70_water_25_CaSO4_3_saponin_1
rack_1_vial_10_paraffin70_water25_CaSO43_saponin1_loop1_20251128_162743_separated.jpg,separated,paraffin_70_water_25_CaSO4_3_saponin_1
rack_1_vial_10_paraffin70_water25_CaSO43_saponin1_loop2_20251128_164519_separated.jpg,separated,paraffin_70_water_25_CaSO4_3_saponin_1
rack_1_vial_10_paraffin70_water25_CaSO43_saponin1_loop3_20251128_170255_separated.jpg,separated,paraffin_70_water_25_CaSO4_3_saponin_1
rack_1_vial_10_paraffin70_water25_ZnSO43_lecithin1_loop0_20251128_125710_separated.jpg,separated,paraffin_70_water_25_ZnSO4_3_lecithin_1
rack_1_vial_10_paraffin70_water25_ZnSO43_lecithin1_loop1_20251128_131446_separated.jpg,separated,paraffin_70_water_25_ZnSO4_3_lecithin_1
